cluster_id,ra,dec,parallax,pmra,pmdec,n_members,l,b,age_myr
Berkeley_20,83.152,0.185,0.04,0.808,-0.244,37,203.48528171569419,-17.376311314045967,4786.304286528699
Berkeley_21,87.93,21.812,0.159,0.562,-1.051,27,186.81742276401152,-2.4900599724988703,2137.961713919407
Berkeley_22,89.618,7.763,0.069,0.648,-0.473,18,199.87364044395275,-8.070770978396766,2454.710856206481
Berkeley_23,98.318,20.535,0.151,-0.055,-1.339,91,192.59512504018315,5.391326164196227,1047.129651766654
Berkeley_24,99.452,-0.874,0.156,0.382,1.279,218,212.1556715772512,-3.4310386582706136,1412.5363038976318
Berkeley_25,100.317,-16.487,0.077,-0.114,0.845,20,226.61274001898425,-9.628768973566102,2454.710856206481
Berkeley_27,102.837,5.772,0.19,-1.091,0.147,54,207.7811338450224,2.6084817090868486,1698.2418624462762
Berkeley_28,103.028,2.922,0.209,-0.987,0.154,53,210.40759061149356,1.4817606662043876,346.7368199963294
Berkeley_29,103.268,16.93,0.023,0.151,-1.01,11,197.94718355433824,7.98156776906006,3090.293803866819
Berkeley_30,104.438,3.229,0.164,-0.252,-0.33,85,210.77499958150915,2.875261362354931,295.1211041237279
Berkeley_31,104.406,8.285,0.141,0.169,-0.926,95,206.23980133793592,5.1333942067668765,2818.381693478142
Berkeley_32,104.53,6.433,0.28,-0.335,-1.608,361,207.95451377706826,4.408708631967757,4897.783461428336
Berkeley_33,104.456,-13.227,0.144,-0.73,1.551,126,225.44738012559955,-4.599793972970124,234.42281975923814
Berkeley_34,105.097,-0.239,0.097,-1.336,0.175,30,214.16539901578605,1.8822048918905072,2398.8335511359205
Berkeley_35,107.491,2.734,0.16,-0.58,-0.235,83,212.60538522675796,5.366853453254132,1174.8967293472915
Berkeley_36,109.105,-13.196,0.206,-1.725,0.86,150,227.49688479451964,-0.563154084800296,6760.828566222641
Berkeley_37,110.075,-1.002,0.197,-1.113,0.682,106,217.13103224198042,5.957640403466912,933.254874614691
Berkeley_39,116.702,-4.665,0.201,-1.73,-1.645,530,223.5324623514481,10.086978901159561,5623.413251903491
Berkeley_4,11.291,64.391,0.296,-2.421,-0.236,42,122.25381411264931,1.5275138200738396,21.37961713919407
Berkeley_43,288.872,11.265,0.186,-1.035,-3.504,197,45.68204294203991,-0.13472977447603507,
Berkeley_44,289.313,19.55,0.303,0.007,-2.834,192,53.21770113349529,3.3434112734968533,1445.4392628956643
Berkeley_45,289.778,15.716,0.225,-1.336,-4.534,91,50.029783713646516,1.1639615415640505,616.5949477018448
Berkeley_47,292.127,17.362,0.402,-1.894,-5.444,52,52.54505205813241,-0.041723711797164026,21.877623926123007
Berkeley_49,299.872,34.643,0.286,-2.995,-6.095,77,70.97888052462869,2.578093798818454,257.03948796691975
Berkeley_5,26.928,62.935,0.088,-1.61,0.764,30,129.28253903295112,0.7591942296002652,1148.1547308470717
