source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,l,b,pf,type_best_classification
4657222193731442816,84.42474176115188,-70.23474717624691,-0.0841779967615048,0.026739366,1.7697884062468643,0.7433680115496691,15.746713,280.7996262685452,-31.620616545496926,,DCEP
4040370465150128256,268.24923647669056,-36.487633027154835,0.03651862624403574,0.04211952,-4.750202107055223,-5.461803325495291,14.814951,354.3029410395633,-5.201669728214179,15.755235486600135,DCEP
3102246837723495296,101.8180669588419,-4.650111470716617,0.2084328660094414,0.018788246,-0.2590772755273921,1.3600501254733113,12.455746,216.6003191904958,-3.04322254190016,10.206248791732813,DCEP
4637967232550442496,19.79620544089022,-75.0672160776869,-0.005529955691906549,0.12077866,0.655061223191942,-1.4719857552831095,18.468641,300.5343545578923,-41.93161377273895,1.8424168914343804,T2CEP
2057134892067073664,305.2722216670943,35.22896415948866,0.11835272944741249,0.083304286,-3.06035207493356,-4.398770283484061,17.732534,73.88689046294631,-0.8108556831146634,,DCEP
2020736865326892416,295.9735121648295,24.40612129177559,0.11799421778469882,0.07758281,-3.1705703575220516,-5.309720257340458,16.649715,60.445728109999656,0.25946631420505195,3.8773729746836443,DCEP
4055505655021731584,267.339492917862,-32.42245275525437,0.06382648047272511,0.031050103,-1.4631524694804767,-8.130019006449452,15.0666065,357.431202159584,-2.491003894086849,53.671690831947046,DCEP
4660926551485804032,82.77053756536989,-64.75874967489587,-0.057145227818731985,0.027349718,1.5498430149004832,0.4912784898721957,15.875363,274.45208590395737,-32.87464790028722,,DCEP
4660986028191116544,81.61105936421234,-65.09405404903795,-0.01218351864451361,0.0266687,1.5900514795473686,0.54657088978037,15.8304205,274.91388210514503,-33.32653256521684,3.3366627714186707,DCEP
4661069281839741312,79.88482254341568,-64.61430371239078,0.0019682284175759172,0.030826418,1.5449770733723607,0.3944358126368458,15.879736,274.45825557930795,-34.11679953639683,3.00178638572518,DCEP
5865126083064564736,200.8238420150438,-63.65570575349315,0.14562694173716412,0.020649897,-6.340398154242443,-1.1681446567602065,13.77679,306.4576109759467,-1.0022485220188877,,DCEP
4689012442183637120,13.911776038579433,-72.20596010345602,0.03025895989882032,0.04078002,0.5596560834232819,-1.1525888259723296,16.483652,302.4778060852702,-44.9185783407049,,DCEP
4689015633299728768,14.769325215210824,-72.18555714995163,0.056771279203918855,0.05434937,0.7528884221223047,-1.2360105799597245,17.101048,302.1067359640718,-44.930450859376734,1.932045596075592,DCEP
4689053085404296448,12.42846913312702,-72.18334968092496,0.11505104214105434,0.058828603,0.6847570691932394,-1.236951259325834,17.211823,303.1182400464234,-44.94427660863858,1.5991068286968306,DCEP
4689065081288196096,13.654908536058967,-72.05161043692625,-0.03986484648586904,0.024022453,0.9940661550753019,-1.3005203163410537,15.4182825,302.58482624927166,-45.07449523123232,5.649175486986539,DCEP
4689065768484611200,14.029113945778436,-72.1216857386011,-0.02524548389309017,0.025008328,0.6852326098348789,-1.171799523850769,15.499736,302.42412479357665,-45.00195111742521,7.029246236733178,DCEP
4689098238395116672,8.274495131844766,-72.92325943935532,0.2965630708270042,0.06944068,0.395525510118518,-1.4774328767027778,17.179283,304.80633165093417,-44.13818160450271,1.634016526587306,DCEP
3327521243952378368,97.50034789601212,10.364451032666686,0.24859724848387385,0.021466004,-0.2852471672192378,-0.027674474670035525,13.548332,201.27740267315832,0.015387066311157235,,DCEP
4657880247126162048,81.68514395690526,-70.32476194476664,-0.0032348022034173864,0.022978598,2.1918561858066146,0.42370411109077816,15.381692,281.0719730986555,-32.52019467644793,,DCEP
4657950615920841472,80.18433800125355,-69.95436714540152,0.044384578826285395,0.032845426,2.1962217919862868,0.31415399247300635,16.002197,280.7529191676803,-33.09046666407588,,DCEP
4687440930790200448,17.91551764207629,-72.57216438756444,-0.018511239686404894,0.027485043,1.0335113886814142,-1.2981319095581743,15.826414,300.81207661282684,-44.472748422389785,,DCEP
4687474878201182976,15.494787621577185,-72.6394182982792,-0.19385475028688134,0.11477285,-0.021238794707353847,-0.8020069432797355,16.952183,301.8304118554875,-44.46627973986463,,DCEP
5831874205659593088,247.31573327172745,-58.35199482435207,0.09007625781247369,0.017823681,-1.1818988163964732,2.7876316738570615,13.672549,328.3912788501391,-6.702190741024938,9.923655669911785,T2CEP
2055275720987014528,302.1685694717196,33.55787625512324,0.19805815436719282,0.010688517,-3.212109840000987,-5.802470244226043,13.273672,71.07505873810777,0.39079533957749585,,DCEP
